ResponseId,PROLIFIC_PID,slot,headline,GOID,cue_no,dimension,instruction,credibility_rating,added_to_cart,FL_19_DO,age,gender,political_party,fiscal_beliefs,social_beliefs,dem_or_rep,lean_dem_or_rep,race,employment,parents_education_1,parents_education_2,parents_education_3,attention_check_cashier,household_income,num_people_in_household,family_social_class,attention_check_two,prolific_id_demo,Selected,Instruction,MorphCredibility,MorphEngagement,cue_type,headline_version_id,base_headline_id,instruction_label
R_6jSV0ZIbdT6NiW2,6993ea2d38a5628100b24310,11,U.S. plans to stockpile critical minerals in bid to counter China’s supply leverage,3299613642_C1,C1,credibility,CredManipulation,4,0,CredManipulation,30,2,3,1,1,3,1,3,3,4,4,4,2,6,3,1,2,6993ea2d38a5628100b24310,0,0,1,0,C1,3299613642_C1,3299613642,credibility
R_6jSV0ZIbdT6NiW2,6993ea2d38a5628100b24310,12,"Tuck the Bed Away, and Save Yourself Some Space",3294219860_N,N,neutral,CredManipulation,6,0,CredManipulation,30,2,3,1,1,3,1,3,3,4,4,4,2,6,3,1,2,6993ea2d38a5628100b24310,0,0,0,0,N,3294219860_N,3294219860_N,credibility
R_6jSV0ZIbdT6NiW2,6993ea2d38a5628100b24310,13,Democrats Set Conditions for ICE Funding as Shutdown Deadline Nears,3297941118_C2,C2,credibility,CredManipulation,4,0,CredManipulation,30,2,3,1,1,3,1,3,3,4,4,4,2,6,3,1,2,6993ea2d38a5628100b24310,0,0,1,0,C2,3297941118_C2,3297941118,credibility
R_6jSV0ZIbdT6NiW2,6993ea2d38a5628100b24310,14,What No One Saw Coming: Israel Objects To Makeup Of Gaza Panel Trump Chose,3294219853_E1,E1,engagement,CredManipulation,2,0,CredManipulation,30,2,3,1,1,3,1,3,3,4,4,4,2,6,3,1,2,6993ea2d38a5628100b24310,0,0,0,1,E1,3294219853_E1,3294219853,credibility
R_6jSV0ZIbdT6NiW2,6993ea2d38a5628100b24310,15,"Shooting in Minneapolis Leads Some Conservatives To Impugn Liberal Women, in a Surprise Development",3294219906_E1,E1,engagement,CredManipulation,5,0,CredManipulation,30,2,3,1,1,3,1,3,3,4,4,4,2,6,3,1,2,6993ea2d38a5628100b24310,0,0,0,1,E1,3294219906_E1,3294219906,credibility
R_6jSV0ZIbdT6NiW2,6993ea2d38a5628100b24310,16,Epstein Scandal Rocks British Establishment — as the fallout starts to build,3299613708_E2,E2,engagement,CredManipulation,5,0,CredManipulation,30,2,3,1,1,3,1,3,3,4,4,4,2,6,3,1,2,6993ea2d38a5628100b24310,0,0,0,1,E2,3299613708_E2,3299613708,credibility
R_6jSV0ZIbdT6NiW2,6993ea2d38a5628100b24310,17,"With a Naval Buildup in Place, the U.S. Weighs Its Next Move on Iran",3298850625_E1,E1,engagement,CredManipulation,3,0,CredManipulation,30,2,3,1,1,3,1,3,3,4,4,4,2,6,3,1,2,6993ea2d38a5628100b24310,0,0,0,1,E1,3298850625_E1,3298850625,credibility
R_6jSV0ZIbdT6NiW2,6993ea2d38a5628100b24310,18,"According to documents, Peace Prize Director Cites Independence",3299380521_C3,C3,credibility,CredManipulation,4,0,CredManipulation,30,2,3,1,1,3,1,3,3,4,4,4,2,6,3,1,2,6993ea2d38a5628100b24310,0,0,1,0,C3,3299380521_C3,3299380521,credibility
R_6aTRrAqdUAv9N0B,56a68bb49ce1c0000df89344,1,Details on When Eating Is Just Too Much Trouble,3300226454_C1,C1,credibility,EngManipulation,4,0,EngManipulation,37,1,3,2,3,1,NA,2,1,6,6,6,2,11,1,5,2,56a68bb49ce1c0000df89344,0,1,1,0,C1,3300226454_C1,3300226454,engagement
R_6aTRrAqdUAv9N0B,56a68bb49ce1c0000df89344,2,"Hidden Cameras, Intimate Images and No Consent",3299610156_N,N,neutral,EngManipulation,3,0,EngManipulation,37,1,3,2,3,1,NA,2,1,6,6,6,2,11,1,5,2,56a68bb49ce1c0000df89344,0,1,0,0,N,3299610156_N,3299610156_N,engagement
R_6aTRrAqdUAv9N0B,56a68bb49ce1c0000df89344,3,Layoffs Reverse Pandemic Job Boom,3298343585_N,N,neutral,EngManipulation,4,0,EngManipulation,37,1,3,2,3,1,NA,2,1,6,6,6,2,11,1,5,2,56a68bb49ce1c0000df89344,0,1,0,0,N,3298343585_N,3298343585_N,engagement
R_6aTRrAqdUAv9N0B,56a68bb49ce1c0000df89344,4,Expectations for Seahawks Rebuilding Season Come Under Review,3297947021_C2,C2,credibility,EngManipulation,5,0,EngManipulation,37,1,3,2,3,1,NA,2,1,6,6,6,2,11,1,5,2,56a68bb49ce1c0000df89344,0,1,1,0,C2,3297947021_C2,3297947021,engagement
R_6aTRrAqdUAv9N0B,56a68bb49ce1c0000df89344,5,Why Machado Says She Presented Trump With a ‘Medal’ Amid Scorn Over Her Nobel Is Stirring Strong Reactions,3293588094_E2,E2,engagement,EngManipulation,3,0,EngManipulation,37,1,3,2,3,1,NA,2,1,6,6,6,2,11,1,5,2,56a68bb49ce1c0000df89344,0,1,0,1,E2,3293588094_E2,3293588094,engagement
R_6aTRrAqdUAv9N0B,56a68bb49ce1c0000df89344,6,A Plan Meant to Save Elephants Turns Into a Deadly Chain of Events in Malawi,3298850629_E1,E1,engagement,EngManipulation,5,1,EngManipulation,37,1,3,2,3,1,NA,2,1,6,6,6,2,11,1,5,2,56a68bb49ce1c0000df89344,1,1,0,1,E1,3298850629_E1,3298850629,engagement
R_6aTRrAqdUAv9N0B,56a68bb49ce1c0000df89344,7,Formal Process Examines Cuba Receives Remains Of 32 Killed in Venezuela,3293557020_C3,C3,credibility,EngManipulation,5,0,EngManipulation,37,1,3,2,3,1,NA,2,1,6,6,6,2,11,1,5,2,56a68bb49ce1c0000df89344,0,1,1,0,C3,3293557020_C3,3293557020,engagement
R_6aTRrAqdUAv9N0B,56a68bb49ce1c0000df89344,8,BlackRock Ignites Credit Worries,3298343619_N,N,neutral,EngManipulation,4,0,EngManipulation,37,1,3,2,3,1,NA,2,1,6,6,6,2,11,1,5,2,56a68bb49ce1c0000df89344,0,1,0,0,N,3298343619_N,3298343619_N,engagement
R_6aTRrAqdUAv9N0B,56a68bb49ce1c0000df89344,9,"With a showdown brewing, Trump Aims at Canada With Threat on Aircraft — and the pressure isn't easing",3298345375_E2,E2,engagement,EngManipulation,4,0,EngManipulation,37,1,3,2,3,1,NA,2,1,6,6,6,2,11,1,5,2,56a68bb49ce1c0000df89344,0,1,0,1,E2,3298345375_E2,3298345375,engagement
R_6aTRrAqdUAv9N0B,56a68bb49ce1c0000df89344,10,"A 'Weird, Wonderful' Night at the 'Rocky Horror Picture Show', Analysts Say",3294219858_C2,C2,credibility,EngManipulation,5,0,EngManipulation,37,1,3,2,3,1,NA,2,1,6,6,6,2,11,1,5,2,56a68bb49ce1c0000df89344,0,1,1,0,C2,3294219858_C2,3294219858,engagement
R_6aTRrAqdUAv9N0B,56a68bb49ce1c0000df89344,11,Funding To End Shutdown Runs Into Pushback — House Democrats call for immigration changes before they would support deal; and rivals are bracing for what’s next,3299380627_E3,E3,engagement,EngManipulation,3,0,EngManipulation,37,1,3,2,3,1,NA,2,1,6,6,6,2,11,1,5,2,56a68bb49ce1c0000df89344,0,1,0,1,E3,3299380627_E3,3299380627,engagement
R_6aTRrAqdUAv9N0B,56a68bb49ce1c0000df89344,12,Officials Assess U.S. Failed to Alert Judge to Press Law in Application to Search Reporter’s Home,3300194752_C3,C3,credibility,EngManipulation,3,0,EngManipulation,37,1,3,2,3,1,NA,2,1,6,6,6,2,11,1,5,2,56a68bb49ce1c0000df89344,0,1,1,0,C3,3300194752_C3,3300194752,engagement
R_6aTRrAqdUAv9N0B,56a68bb49ce1c0000df89344,13,Generals Are Hot Commodity in Mining,3299380501_N,N,neutral,EngManipulation,3,0,EngManipulation,37,1,3,2,3,1,NA,2,1,6,6,6,2,11,1,5,2,56a68bb49ce1c0000df89344,0,1,0,0,N,3299380501_N,3299380501_N,engagement
R_6aTRrAqdUAv9N0B,56a68bb49ce1c0000df89344,14,Lands' End Sets Venture With WHP,3297297577_N,N,neutral,EngManipulation,4,0,EngManipulation,37,1,3,2,3,1,NA,2,1,6,6,6,2,11,1,5,2,56a68bb49ce1c0000df89344,0,1,0,0,N,3297297577_N,3297297577_N,engagement
R_6aTRrAqdUAv9N0B,56a68bb49ce1c0000df89344,15,"Friday's Markets: Gold, Silver Suffer Worst Day Since 1980 --- Wall Street sees Trump's Fed nominee as a hawk on inflation and dollar",3298850611_N,N,neutral,EngManipulation,3,0,EngManipulation,37,1,3,2,3,1,NA,2,1,6,6,6,2,11,1,5,2,56a68bb49ce1c0000df89344,0,1,0,0,N,3298850611_N,3298850611_N,engagement
R_6aTRrAqdUAv9N0B,56a68bb49ce1c0000df89344,16,An Unexpected Turn: Strikes on Power Plants Force Closing of Schools,3294219897_E1,E1,engagement,EngManipulation,4,1,EngManipulation,37,1,3,2,3,1,NA,2,1,6,6,6,2,11,1,5,2,56a68bb49ce1c0000df89344,1,1,0,1,E1,3294219897_E1,3294219897,engagement
R_6aTRrAqdUAv9N0B,56a68bb49ce1c0000df89344,17,"U.S. and Greenland at Odds Over Outcome of Talks, Increasing Strain, With Key Questions Unresolved",3293875726_E3,E3,engagement,EngManipulation,4,0,EngManipulation,37,1,3,2,3,1,NA,2,1,6,6,6,2,11,1,5,2,56a68bb49ce1c0000df89344,0,1,0,1,E3,3293875726_E3,3293875726,engagement
R_6aTRrAqdUAv9N0B,56a68bb49ce1c0000df89344,18,Peltz Challenges Iger Over Company's Strategy Shift,3300233873_C2,C2,credibility,EngManipulation,5,0,EngManipulation,37,1,3,2,3,1,NA,2,1,6,6,6,2,11,1,5,2,56a68bb49ce1c0000df89344,0,1,1,0,C2,3300233873_C2,3300233873,engagement
R_1QWgpIyFlN7GTj2,698376529879ff866fb4e864,1,"A Loss, but the Music Plays On, Explained",3293875732_C1,C1,credibility,EngManipulation,3,0,EngManipulation,26,2,1,1,1,1,NA,3,2,6,6,4,2,11,2,5,2,698376529879ff866fb4e864,0,1,1,0,C1,3293875732_C1,3293875732,engagement
R_1QWgpIyFlN7GTj2,698376529879ff866fb4e864,2,Iran’s Crackdown Hits the Youngest Hardest After a Generation Pushes Back,3299380577_E1,E1,engagement,EngManipulation,3,0,EngManipulation,26,2,1,1,1,1,NA,3,2,6,6,4,2,11,2,5,2,698376529879ff866fb4e864,0,1,0,1,E1,3299380577_E1,3299380577,engagement
R_1QWgpIyFlN7GTj2,698376529879ff866fb4e864,3,Layoffs Reverse Pandemic Job Boom,3298343585_N,N,neutral,EngManipulation,5,0,EngManipulation,26,2,1,1,1,1,NA,3,2,6,6,4,2,11,2,5,2,698376529879ff866fb4e864,0,1,0,0,N,3298343585_N,3298343585_N,engagement
R_1QWgpIyFlN7GTj2,698376529879ff866fb4e864,4,"Trump's Fed Pick Faces Big Hurdles --- Warsh, if confirmed, to inherit a central bank divided over future path on rates",3298850894_N,N,neutral,EngManipulation,2,0,EngManipulation,26,2,1,1,1,1,NA,3,2,6,6,4,2,11,2,5,2,698376529879ff866fb4e864,0,1,0,0,N,3298850894_N,3298850894_N,engagement
R_1QWgpIyFlN7GTj2,698376529879ff866fb4e864,5,Police Search X's Premises in Paris as a Tech Inquiry Widens,3300226472_N,N,neutral,EngManipulation,2,0,EngManipulation,26,2,1,1,1,1,NA,3,2,6,6,4,2,11,2,5,2,698376529879ff866fb4e864,0,1,0,0,N,3300226472_N,3300226472_N,engagement
R_1QWgpIyFlN7GTj2,698376529879ff866fb4e864,6,"In an agency bulletin, UPS to Cut 30,000 More Jobs as Part of Revamp.",3297616406_C3,C3,credibility,EngManipulation,4,0,EngManipulation,26,2,1,1,1,1,NA,3,2,6,6,4,2,11,2,5,2,698376529879ff866fb4e864,0,1,1,0,C3,3297616406_C3,3297616406,engagement
R_1QWgpIyFlN7GTj2,698376529879ff866fb4e864,7,"Report: In Pile of Pardons, Second Reprieve for Fraudster",3293875733_C2,C2,credibility,EngManipulation,2,0,EngManipulation,26,2,1,1,1,1,NA,3,2,6,6,4,2,11,2,5,2,698376529879ff866fb4e864,0,1,1,0,C2,3293875733_C2,3293875733,engagement
R_1QWgpIyFlN7GTj2,698376529879ff866fb4e864,8,What the Data Show About Pentagon Will 'Refocus' Military Publication,3293875760_C1,C1,credibility,EngManipulation,2,0,EngManipulation,26,2,1,1,1,1,NA,3,2,6,6,4,2,11,2,5,2,698376529879ff866fb4e864,0,1,1,0,C1,3293875760_C1,3293875760,engagement
R_1QWgpIyFlN7GTj2,698376529879ff866fb4e864,9,SpaceX Tightens the Starlink Spigot as Russian Drones Draw Scrutiny,3299613675_E1,E1,engagement,EngManipulation,2,0,EngManipulation,26,2,1,1,1,1,NA,3,2,6,6,4,2,11,2,5,2,698376529879ff866fb4e864,0,1,0,1,E1,3299613675_E1,3299613675,engagement
R_1QWgpIyFlN7GTj2,698376529879ff866fb4e864,10,Greenlanders Reject American Ties in Poll — as consequences start to come into focus,3300233881_E3,E3,engagement,EngManipulation,2,0,EngManipulation,26,2,1,1,1,1,NA,3,2,6,6,4,2,11,2,5,2,698376529879ff866fb4e864,0,1,0,1,E3,3300233881_E3,3300233881,engagement
R_1QWgpIyFlN7GTj2,698376529879ff866fb4e864,11,"U.S. Offers Health Aid, But Sets Up Conditions as Pressure Builds",3293875753_E3,E3,engagement,EngManipulation,2,0,EngManipulation,26,2,1,1,1,1,NA,3,2,6,6,4,2,11,2,5,2,698376529879ff866fb4e864,0,1,0,1,E3,3293875753_E3,3293875753,engagement
R_1QWgpIyFlN7GTj2,698376529879ff866fb4e864,12,"Friday's Markets: Gold, Silver Suffer Worst Day Since 1980 --- Wall Street sees Trump's Fed nominee as a hawk on inflation and dollar",3298850611_N,N,neutral,EngManipulation,3,0,EngManipulation,26,2,1,1,1,1,NA,3,2,6,6,4,2,11,2,5,2,698376529879ff866fb4e864,0,1,0,0,N,3298850611_N,3298850611_N,engagement
R_1QWgpIyFlN7GTj2,698376529879ff866fb4e864,13,"Health-Insurance Costs Surge, Can Rival Mortgage Expenses --- Middle-income earners who rely on Obamacare see monthly bills soar",3297297394_N,N,neutral,EngManipulation,2,0,EngManipulation,26,2,1,1,1,1,NA,3,2,6,6,4,2,11,2,5,2,698376529879ff866fb4e864,0,1,0,0,N,3297297394_N,3297297394_N,engagement
R_1QWgpIyFlN7GTj2,698376529879ff866fb4e864,14,Call-Screening Practices Create Friction for High-Profile Contacts,3298850633_C2,C2,credibility,EngManipulation,3,0,EngManipulation,26,2,1,1,1,1,NA,3,2,6,6,4,2,11,2,5,2,698376529879ff866fb4e864,0,1,1,0,C2,3298850633_C2,3298850633,engagement
R_1QWgpIyFlN7GTj2,698376529879ff866fb4e864,15,Musk's X Office in Paris Is Raided by Prosecutors — but the real test may be just ahead,3300234113_E3,E3,engagement,EngManipulation,2,0,EngManipulation,26,2,1,1,1,1,NA,3,2,6,6,4,2,11,2,5,2,698376529879ff866fb4e864,0,1,0,1,E3,3300234113_E3,3300234113,engagement
R_1QWgpIyFlN7GTj2,698376529879ff866fb4e864,16,Venezuela Needs More Than Cash,3293557007_N,N,neutral,EngManipulation,3,0,EngManipulation,26,2,1,1,1,1,NA,3,2,6,6,4,2,11,2,5,2,698376529879ff866fb4e864,0,1,0,0,N,3293557007_N,3293557007_N,engagement
R_1QWgpIyFlN7GTj2,698376529879ff866fb4e864,17,Carlos Alcaraz beats Novak Djokovic to complete a career grand slam at age 22,3299380478_C1,C1,credibility,EngManipulation,6,1,EngManipulation,26,2,1,1,1,1,NA,3,2,6,6,4,2,11,2,5,2,698376529879ff866fb4e864,1,1,1,0,C1,3299380478_C1,3299380478,engagement
R_1QWgpIyFlN7GTj2,698376529879ff866fb4e864,18,Housing Market Is Shifting Back Toward an Advantage for Buyers — as consequences start to come into focus,3299380519_E3,E3,engagement,EngManipulation,5,1,EngManipulation,26,2,1,1,1,1,NA,3,2,6,6,4,2,11,2,5,2,698376529879ff866fb4e864,1,1,0,1,E3,3299380519_E3,3299380519,engagement
R_1fPEAJX11bax2lG,5fe11e55e66d7fb4fe5629d5,1,Review Underway Regarding Police Say Anchor's Mom Was Abducted,3300226420_C3,C3,credibility,EngManipulation,2,0,EngManipulation,41,1,1,2,1,1,NA,3,1,8,5,4,2,12,5,5,2,5fe11e55e66d7fb4fe5629d5,0,1,1,0,C3,3300226420_C3,3300226420,engagement
R_1fPEAJX11bax2lG,5fe11e55e66d7fb4fe5629d5,2,Roche highlights obesity-shot trial results as it pushes into weight-loss market,3297619302_C1,C1,credibility,EngManipulation,5,0,EngManipulation,41,1,1,2,1,1,NA,3,1,8,5,4,2,12,5,5,2,5fe11e55e66d7fb4fe5629d5,0,1,1,0,C1,3297619302_C1,3297619302,engagement
R_1fPEAJX11bax2lG,5fe11e55e66d7fb4fe5629d5,3,Wide Swing in Texas Loss Worries Republicans — but the real test may be just ahead,3299616359_E3,E3,engagement,EngManipulation,2,1,EngManipulation,41,1,1,2,1,1,NA,3,1,8,5,4,2,12,5,5,2,5fe11e55e66d7fb4fe5629d5,1,1,0,1,E3,3299616359_E3,3299616359,engagement
R_1fPEAJX11bax2lG,5fe11e55e66d7fb4fe5629d5,4,"Venezuela’s Authoritarian Grip Eases. But for How Long?, According to Officials",3300194746_C2,C2,credibility,EngManipulation,1,0,EngManipulation,41,1,1,2,1,1,NA,3,1,8,5,4,2,12,5,5,2,5fe11e55e66d7fb4fe5629d5,0,1,1,0,C2,3300194746_C2,3300194746,engagement
R_1fPEAJX11bax2lG,5fe11e55e66d7fb4fe5629d5,5,Factory Activity Ramps Up,3299613726_N,N,neutral,EngManipulation,2,0,EngManipulation,41,1,1,2,1,1,NA,3,1,8,5,4,2,12,5,5,2,5fe11e55e66d7fb4fe5629d5,0,1,0,0,N,3299613726_N,3299613726_N,engagement
R_1fPEAJX11bax2lG,5fe11e55e66d7fb4fe5629d5,6,"Iran Can Still Strike Back --- Tehran has arsenal of thousands of missiles, has refined tactics for using them",3297946794_N,N,neutral,EngManipulation,5,0,EngManipulation,41,1,1,2,1,1,NA,3,1,8,5,4,2,12,5,5,2,5fe11e55e66d7fb4fe5629d5,0,1,0,0,N,3297946794_N,3297946794_N,engagement
R_1fPEAJX11bax2lG,5fe11e55e66d7fb4fe5629d5,7,Bankrupt Saks Pulls the Plug on Most Off 5th Stores in a Major Retreat,3298338128_E1,E1,engagement,EngManipulation,6,0,EngManipulation,41,1,1,2,1,1,NA,3,1,8,5,4,2,12,5,5,2,5fe11e55e66d7fb4fe5629d5,0,1,0,1,E1,3298338128_E1,3298338128,engagement
R_1fPEAJX11bax2lG,5fe11e55e66d7fb4fe5629d5,8,Apple's Cook Says He Told Trump of Concerns — and the pressure is mounting,3297616430_E2,E2,engagement,EngManipulation,1,0,EngManipulation,41,1,1,2,1,1,NA,3,1,8,5,4,2,12,5,5,2,5fe11e55e66d7fb4fe5629d5,0,1,0,1,E2,3297616430_E2,3297616430,engagement
R_1fPEAJX11bax2lG,5fe11e55e66d7fb4fe5629d5,9,Power-First Land Deals Take Off as Investors Chase the Grid,3299380572_E1,E1,engagement,EngManipulation,2,0,EngManipulation,41,1,1,2,1,1,NA,3,1,8,5,4,2,12,5,5,2,5fe11e55e66d7fb4fe5629d5,0,1,0,1,E1,3299380572_E1,3299380572,engagement
R_1fPEAJX11bax2lG,5fe11e55e66d7fb4fe5629d5,10,"Reiner Son Is Said to Have Been in Mental Health Conservatorship, Analysts Say",3293557023_C2,C2,credibility,EngManipulation,5,0,EngManipulation,41,1,1,2,1,1,NA,3,1,8,5,4,2,12,5,5,2,5fe11e55e66d7fb4fe5629d5,0,1,1,0,C2,3293557023_C2,3293557023,engagement
R_1fPEAJX11bax2lG,5fe11e55e66d7fb4fe5629d5,11,Stock Investment Tip for 2026: 'Don't Fight the White House',3293875767_N,N,neutral,EngManipulation,1,1,EngManipulation,41,1,1,2,1,1,NA,3,1,8,5,4,2,12,5,5,2,5fe11e55e66d7fb4fe5629d5,1,1,0,0,N,3293875767_N,3293875767_N,engagement
R_1fPEAJX11bax2lG,5fe11e55e66d7fb4fe5629d5,12,Is 2026 the Year Of Mega I.P.O.s?,3293557030_N,N,neutral,EngManipulation,2,0,EngManipulation,41,1,1,2,1,1,NA,3,1,8,5,4,2,12,5,5,2,5fe11e55e66d7fb4fe5629d5,0,1,0,0,N,3293557030_N,3293557030_N,engagement
R_1fPEAJX11bax2lG,5fe11e55e66d7fb4fe5629d5,13,"Palantir posts record quarterly revenue, boosted by government and commercial contracts",3299616354_C1,C1,credibility,EngManipulation,3,0,EngManipulation,41,1,1,2,1,1,NA,3,1,8,5,4,2,12,5,5,2,5fe11e55e66d7fb4fe5629d5,0,1,1,0,C1,3299616354_C1,3299616354,engagement
R_1fPEAJX11bax2lG,5fe11e55e66d7fb4fe5629d5,14,Brookfield to Buy Industrial REIT Peakstone in a $1.2 Billion Deal,3299613719_N,N,neutral,EngManipulation,5,0,EngManipulation,41,1,1,2,1,1,NA,3,1,8,5,4,2,12,5,5,2,5fe11e55e66d7fb4fe5629d5,0,1,0,0,N,3299613719_N,3299613719_N,engagement
R_1fPEAJX11bax2lG,5fe11e55e66d7fb4fe5629d5,15,"BP investors press for clarity on strategic shift, seeking commitments ahead of shareholder vote",3300233858_C3,C3,credibility,EngManipulation,1,0,EngManipulation,41,1,1,2,1,1,NA,3,1,8,5,4,2,12,5,5,2,5fe11e55e66d7fb4fe5629d5,0,1,1,0,C3,3300233858_C3,3300233858,engagement
R_1fPEAJX11bax2lG,5fe11e55e66d7fb4fe5629d5,16,"With Shutdown Looming, Democrats Put ICE Demands at the Center of Talks",3297941118_E1,E1,engagement,EngManipulation,5,0,EngManipulation,41,1,1,2,1,1,NA,3,1,8,5,4,2,12,5,5,2,5fe11e55e66d7fb4fe5629d5,0,1,0,1,E1,3297941118_E1,3297941118,engagement
R_1fPEAJX11bax2lG,5fe11e55e66d7fb4fe5629d5,17,Business Travelers Enter New Era Of $100 Rooms and Meatloaf — Scrimping is in high gear as companies cut spending; Cracker Barrel's road rules; as pressure builds for what comes next,3298850630_E3,E3,engagement,EngManipulation,4,0,EngManipulation,41,1,1,2,1,1,NA,3,1,8,5,4,2,12,5,5,2,5fe11e55e66d7fb4fe5629d5,0,1,0,1,E3,3298850630_E3,3298850630,engagement
R_1fPEAJX11bax2lG,5fe11e55e66d7fb4fe5629d5,18,"In It for the Long, or Short, Run",3294219838_N,N,neutral,EngManipulation,1,0,EngManipulation,41,1,1,2,1,1,NA,3,1,8,5,4,2,12,5,5,2,5fe11e55e66d7fb4fe5629d5,0,1,0,0,N,3294219838_N,3294219838_N,engagement
R_1bUyEjM51R43eJI,5c61c7c590c46f00016a3598,1,"In Backing a Leader for Venezuela, Trump Picks Oil Over Democracy as Pressure Builds",3293875765_E3,E3,engagement,EngManipulation,6,0,EngManipulation,35,1,2,2,2,1,NA,3,1,6,5,6,2,12,6,2,2,5c61c7c590c46f00016a3598,0,1,0,1,E3,3293875765_E3,3293875765,engagement
R_1bUyEjM51R43eJI,5c61c7c590c46f00016a3598,2,"Palestinians Returning to Gaza Face Delays and Searches, in a Surprise Development",3300194737_E1,E1,engagement,EngManipulation,5,0,EngManipulation,35,1,2,2,2,1,NA,3,1,6,5,6,2,12,6,2,2,5c61c7c590c46f00016a3598,0,1,0,1,E1,3300194737_E1,3300194737,engagement
R_1bUyEjM51R43eJI,5c61c7c590c46f00016a3598,3,"Inside the Doctors Without Borders Clinics That Israel Is Closing in Gaza, According to Officials",3294180812_C2,C2,credibility,EngManipulation,5,0,EngManipulation,35,1,2,2,2,1,NA,3,1,6,5,6,2,12,6,2,2,5c61c7c590c46f00016a3598,0,1,1,0,C2,3294180812_C2,3294180812,engagement
